Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,StreamingServices,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Age,Married,Number of Referrals,Avg Monthly GB Download,Premium Tech Support,Unlimited Data,Churn
No,50.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mobile Banking,3262.5,70,Yes,1,2,No,Yes,0
No,57.0,No,No,DSL,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),1233.0,44,No,0,24,Yes,Yes,0
Yes,54.0,Yes,No,No,No,No,No,No,No,Two year,Yes,Mobile Banking,610.5,48,Yes,1,0,No,No,0
No,60.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,3177.0,71,Yes,1,25,No,No,0
Yes,10.0,Yes,No,DSL,No,Yes,Yes,No,Yes,Month-to-month,Yes,Cash,1965.0,59,Yes,1,22,Yes,Yes,0
Yes,43.0,No,No,DSL,Yes,No,Yes,Yes,No,Month-to-month,Yes,Cash,1213.5,41,No,0,25,No,Yes,0
No,13.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Mobile Banking,2113.5,78,Yes,1,26,No,Yes,0
No,43.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Cash,2364.0,42,Yes,1,27,Yes,Yes,0
Yes,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2703.0,20,Yes,1,59,No,Yes,0
No,69.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),2473.5,46,No,0,22,Yes,Yes,0
No,61.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),607.5,64,Yes,1,0,No,No,0
No,43.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Month-to-month,No,Mobile Banking,1987.5,42,Yes,1,17,Yes,Yes,0
No,56.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,eSewa,2691.0,43,Yes,1,14,No,Yes,0
No,70.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Mobile Banking,1936.5,21,Yes,5,46,Yes,Yes,0
Yes,49.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Cash,2809.5,27,Yes,7,59,No,Yes,0
Yes,32.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,eSewa,2208.0,26,Yes,1,59,Yes,Yes,0
No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,eSewa,3292.5,73,Yes,1,22,Yes,Yes,0
Yes,37.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),1843.5,45,No,0,27,Yes,No,0
No,69.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),3192.0,59,Yes,9,5,Yes,Yes,0
No,26.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mobile Banking,2457.0,26,Yes,7,48,Yes,Yes,0
Yes,58.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),3156.0,61,Yes,2,30,No,Yes,0
No,24.0,Yes,Yes,DSL,No,No,No,No,Yes,One year,No,Mobile Banking,1638.0,28,No,0,85,Yes,Yes,0
Yes,5.0,Yes,No,No,No,No,No,No,No,One year,No,Cash,616.5,27,Yes,1,0,No,No,0
Yes,30.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,591.0,24,Yes,1,0,No,No,0
No,55.0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),1981.5,41,Yes,0,13,Yes,No,0
Yes,44.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),1621.5,19,Yes,1,59,Yes,Yes,0
No,47.0,Yes,No,DSL,Yes,No,Yes,No,Yes,One year,Yes,eSewa,1767.0,55,No,0,5,Yes,Yes,0
No,64.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,One year,Yes,eSewa,2907.0,31,Yes,10,21,Yes,Yes,0
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,573.0,61,No,0,0,No,No,0
No,20.0,Yes,No,DSL,No,No,No,No,Yes,Month-to-month,No,eSewa,1500.0,38,No,0,4,Yes,Yes,0
No,37.0,No,No,DSL,Yes,Yes,No,No,Yes,Two year,No,Cash,1362.0,23,Yes,1,27,Yes,Yes,0
Yes,30.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2563.5,63,Yes,9,19,No,No,0
No,38.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,One year,No,Mobile Banking,2523.0,57,No,0,13,No,Yes,0
No,52.0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),1987.5,22,Yes,3,52,Yes,Yes,0
Yes,71.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2307.0,20,No,0,52,Yes,Yes,0
No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),2238.0,56,No,0,11,No,Yes,0
No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3508.5,45,Yes,9,3,Yes,Yes,0
Yes,25.0,No,No,DSL,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),1219.5,56,No,0,18,No,Yes,0
Yes,69.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3430.5,24,Yes,7,27,Yes,No,0
Yes,53.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Two year,No,Mobile Banking,2091.0,54,Yes,9,57,No,Yes,0
No,26.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,2959.5,26,No,0,76,Yes,Yes,0
No,21.0,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,No,eSewa,1849.5,25,No,0,52,No,Yes,0
Yes,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2680.5,38,No,0,19,No,Yes,0
No,48.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Cash,2862.0,28,No,0,46,Yes,Yes,0
No,26.0,No,No,DSL,Yes,No,No,Yes,No,One year,No,Credit card (automatic),1062.0,24,Yes,4,51,No,Yes,0
No,60.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,598.5,39,Yes,7,0,No,No,0
No,18.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,577.5,50,No,0,0,No,No,0
Yes,4.0,Yes,No,No,No,No,No,No,No,One year,Yes,eSewa,612.0,52,No,0,0,No,No,0
Yes,65.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Credit card (automatic),742.5,52,Yes,4,0,No,No,0
Yes,70.0,Yes,Yes,No,No,No,No,No,No,Two year,No,eSewa,760.5,63,Yes,6,0,No,No,0
Yes,62.0,Yes,No,No,No,No,No,No,No,Two year,No,Mobile Banking,600.0,44,No,0,0,No,No,0
Yes,66.0,Yes,No,DSL,Yes,Yes,No,No,No,Two year,Yes,Cash,1792.5,58,Yes,9,16,No,Yes,0
Yes,65.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Two year,Yes,Mobile Banking,2475.0,23,Yes,0,69,Yes,No,0
No,34.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,610.5,19,No,0,0,No,No,0
Yes,16.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Mobile Banking,2724.0,49,Yes,8,12,No,Yes,0
No,50.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3148.5,75,No,0,29,Yes,Yes,0
No,71.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,Yes,Cash,3157.5,54,Yes,10,8,Yes,Yes,0
No,18.0,Yes,Yes,No,No,No,No,No,No,One year,No,eSewa,712.5,45,No,0,0,No,No,0
No,4.0,Yes,No,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,1839.0,54,No,0,2,Yes,No,0
Yes,58.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,No,eSewa,2274.0,28,Yes,1,69,Yes,Yes,0
No,56.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,One year,Yes,Cash,2940.0,33,Yes,10,11,No,Yes,0
Yes,56.0,No,No,DSL,Yes,Yes,Yes,No,Yes,One year,Yes,eSewa,1560.0,24,Yes,8,41,Yes,Yes,0
No,4.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,eSewa,1932.0,58,No,0,19,Yes,Yes,0
No,10.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1374.0,34,No,0,22,No,Yes,0
No,4.0,No,No,DSL,No,No,No,No,Yes,Month-to-month,No,Cash,915.0,52,No,0,22,Yes,Yes,0
No,51.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,eSewa,2074.5,63,Yes,1,13,No,No,0
No,6.0,No,No,DSL,No,Yes,No,No,Yes,One year,Yes,eSewa,1477.5,29,No,0,48,Yes,Yes,0
Yes,63.0,No,No,DSL,No,No,Yes,Yes,Yes,Two year,No,Mobile Banking,1180.5,45,Yes,7,16,Yes,Yes,0
No,48.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),3153.0,22,Yes,4,51,Yes,Yes,0
Yes,35.0,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),603.0,44,No,0,0,No,No,0
No,2.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,592.5,58,No,0,0,No,No,0
No,50.0,Yes,No,No,No,No,No,No,No,One year,No,Mobile Banking,592.5,63,No,0,0,No,No,0
No,33.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,2112.0,43,No,0,19,No,No,0
No,31.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,613.5,59,No,0,0,No,No,0
Yes,9.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,610.5,22,Yes,9,0,No,No,0
Yes,54.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,2586.0,40,Yes,7,12,Yes,Yes,0
No,46.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),2869.5,27,No,0,59,No,Yes,0
Yes,34.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,Yes,Cash,3114.0,35,No,0,16,No,Yes,0
Yes,71.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Two year,Yes,Cash,2916.0,28,Yes,7,69,No,Yes,0
Yes,63.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Two year,No,eSewa,1906.5,62,Yes,6,27,Yes,No,0
No,51.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Mobile Banking,748.5,56,No,0,0,No,No,0
No,64.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Two year,Yes,Mobile Banking,2970.0,35,Yes,7,11,No,Yes,0
No,61.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,One year,Yes,Mobile Banking,2566.5,78,Yes,5,23,Yes,Yes,0
No,15.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2820.0,54,No,0,16,No,Yes,0
No,18.0,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,1509.0,40,No,0,20,No,Yes,0
Yes,57.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Cash,2850.0,35,Yes,3,22,No,Yes,0
Yes,14.0,Yes,No,DSL,Yes,Yes,Yes,No,No,Two year,Yes,Mobile Banking,1842.0,20,Yes,3,59,No,No,0
No,18.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2416.5,67,No,0,14,No,Yes,0
No,72.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Two year,No,Mobile Banking,2355.0,66,Yes,4,22,No,Yes,0
No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3429.0,23,Yes,10,30,Yes,Yes,0
No,38.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,601.5,33,No,0,0,No,No,0
Yes,68.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),1879.5,38,Yes,4,24,Yes,Yes,0
No,65.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),2781.0,71,Yes,3,26,No,Yes,0
No,30.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Cash,3013.5,27,No,0,59,No,No,0
No,51.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Two year,Yes,Mobile Banking,2256.0,39,Yes,10,5,Yes,Yes,0
No,31.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2542.5,30,No,0,48,No,Yes,0
Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,2385.0,35,Yes,5,14,Yes,Yes,0
No,37.0,Yes,No,No,No,No,No,No,No,One year,Yes,Cash,594.0,62,No,0,0,No,No,0
No,55.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,One year,Yes,eSewa,3027.0,19,No,0,51,No,Yes,0
Yes,33.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mobile Banking,2859.0,55,No,0,53,No,Yes,0
Yes,46.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,One year,No,Mobile Banking,2728.5,23,Yes,2,48,Yes,No,0
Yes,1.0,Yes,No,DSL,Yes,No,No,No,Yes,Month-to-month,No,Cash,1635.0,63,No,0,75,Yes,Yes,0
Yes,19.0,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Mobile Banking,1488.0,43,Yes,3,17,No,Yes,0
Yes,61.0,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),750.0,62,No,0,0,No,No,0
No,26.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,1363.5,28,No,0,42,No,Yes,0
No,45.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mobile Banking,3232.5,50,Yes,0,27,No,Yes,0
Yes,62.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),2673.0,23,Yes,4,73,No,Yes,0
No,3.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,eSewa,1342.5,37,No,0,13,No,No,0
Yes,41.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,One year,Yes,Mobile Banking,3048.0,21,Yes,7,82,No,Yes,0
Yes,67.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Two year,No,Mobile Banking,3094.5,31,Yes,4,76,Yes,Yes,0
No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,No,eSewa,2869.5,53,Yes,6,10,No,Yes,0
Yes,37.0,Yes,No,DSL,Yes,Yes,Yes,No,No,One year,No,Mobile Banking,2253.0,32,Yes,3,23,No,Yes,0
No,60.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Two year,Yes,eSewa,1840.5,45,Yes,5,16,Yes,Yes,0
No,6.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),591.0,50,No,0,0,No,No,0
Yes,11.0,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,No,Mobile Banking,1530.0,42,Yes,8,57,No,No,0
Yes,10.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2665.5,45,Yes,8,51,No,Yes,0
No,34.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),601.5,44,Yes,6,0,No,No,0
No,62.0,Yes,No,DSL,Yes,Yes,No,No,Yes,Two year,Yes,eSewa,1953.0,45,No,0,18,Yes,Yes,0
No,64.0,Yes,Yes,DSL,No,Yes,Yes,No,Yes,One year,Yes,eSewa,2104.5,24,Yes,5,26,Yes,Yes,0
No,25.0,Yes,No,No,No,No,No,No,No,Two year,Yes,eSewa,622.5,29,No,0,0,No,No,0
No,26.0,Yes,No,DSL,No,No,Yes,Yes,No,One year,Yes,eSewa,1681.5,30,No,0,71,No,Yes,0
Yes,10.0,Yes,No,No,No,No,No,No,No,One year,Yes,Mobile Banking,598.5,22,No,0,0,No,No,0
No,53.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,One year,No,eSewa,2958.0,52,No,0,12,No,Yes,0
No,33.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2370.0,59,No,0,19,No,Yes,0
No,71.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),2683.5,74,Yes,10,27,No,Yes,0
No,29.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2226.0,25,No,0,82,No,Yes,0
Yes,24.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Month-to-month,No,Mobile Banking,2430.0,51,Yes,3,26,Yes,Yes,0
Yes,20.0,Yes,No,DSL,No,No,No,Yes,No,Month-to-month,Yes,Cash,1488.0,63,Yes,5,10,No,Yes,0
No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2538.0,44,No,0,11,No,No,0
Yes,72.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,2526.0,45,Yes,10,53,Yes,Yes,0
No,52.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cash,3189.0,26,Yes,4,51,Yes,Yes,0
No,9.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Cash,2071.5,63,No,0,5,No,Yes,0
No,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,eSewa,1362.0,38,No,0,21,No,Yes,0
Yes,69.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Two year,Yes,Cash,2980.5,55,Yes,0,21,Yes,Yes,0
No,1.0,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,eSewa,1522.5,37,No,0,20,No,Yes,0
No,54.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,No,Mobile Banking,2613.0,60,No,0,26,Yes,No,0
Yes,33.0,Yes,No,No,No,No,No,No,No,One year,Yes,eSewa,604.5,51,No,0,0,No,No,0
No,45.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,One year,Yes,Mobile Banking,2961.0,71,Yes,1,20,Yes,Yes,0
Yes,11.0,No,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,756.0,49,No,0,19,No,Yes,0
No,6.0,Yes,No,DSL,Yes,No,Yes,No,No,Month-to-month,Yes,Mobile Banking,1671.0,22,No,0,41,No,Yes,0
No,21.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Month-to-month,No,Mobile Banking,1960.5,28,No,0,42,No,Yes,0
Yes,65.0,Yes,Yes,No,No,No,No,No,No,Two year,Yes,Mobile Banking,759.0,25,Yes,9,0,No,No,0
Yes,43.0,Yes,Yes,No,No,No,No,No,No,Two year,No,eSewa,727.5,60,Yes,4,0,No,No,0
Yes,60.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Two year,No,Mobile Banking,1815.0,37,Yes,7,28,No,Yes,0
No,17.0,No,No,DSL,No,No,No,No,No,Month-to-month,No,Credit card (automatic),753.0,48,No,0,11,No,Yes,0
Yes,35.0,Yes,No,No,No,No,No,No,No,One year,No,Mobile Banking,601.5,24,Yes,4,0,No,No,0
Yes,12.0,No,No,DSL,No,No,No,No,Yes,One year,No,Credit card (automatic),907.5,48,Yes,4,22,Yes,Yes,0
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,606.0,63,No,0,0,No,No,0
No,28.0,Yes,No,DSL,Yes,No,Yes,No,Yes,One year,Yes,Cash,1797.0,57,No,0,11,Yes,Yes,0
No,70.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Mobile Banking,754.5,61,Yes,7,0,No,No,0
No,18.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),3039.0,61,No,0,20,No,Yes,0
No,70.0,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),2308.5,46,Yes,1,18,Yes,Yes,0
Yes,9.0,Yes,Yes,DSL,No,No,Yes,No,No,Month-to-month,Yes,eSewa,1659.0,51,Yes,1,22,No,Yes,0
No,67.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Two year,Yes,Mobile Banking,2773.5,69,No,0,21,Yes,Yes,0
No,1.0,Yes,No,DSL,Yes,No,No,No,No,Month-to-month,Yes,Mobile Banking,1453.5,63,No,0,21,No,Yes,0
Yes,18.0,Yes,No,No,No,No,No,No,No,Two year,No,eSewa,580.5,20,Yes,5,0,No,No,0
Yes,71.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,One year,Yes,Mobile Banking,2601.0,76,Yes,5,19,No,Yes,0
No,1.0,Yes,No,DSL,Yes,No,No,Yes,No,Month-to-month,No,eSewa,1671.0,61,Yes,10,9,No,Yes,0
No,55.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),2527.5,19,No,0,48,No,Yes,0
No,59.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,1939.5,60,No,0,18,Yes,Yes,0
No,7.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,2076.0,19,Yes,8,73,No,Yes,0
Yes,45.0,Yes,No,DSL,Yes,No,No,No,Yes,Two year,No,Mobile Banking,1639.5,21,Yes,1,59,Yes,Yes,0
Yes,54.0,Yes,Yes,No,No,No,No,No,No,One year,Yes,Mobile Banking,742.5,40,Yes,1,0,No,No,0
Yes,51.0,Yes,Yes,No,No,No,No,No,No,One year,Yes,eSewa,718.5,40,Yes,1,0,No,No,0
No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),3150.0,78,Yes,1,10,No,Yes,0
No,44.0,Yes,No,DSL,Yes,No,Yes,No,Yes,One year,Yes,Mobile Banking,1795.5,39,Yes,1,24,Yes,Yes,0
No,2.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,601.5,19,No,0,0,No,No,0
No,66.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Mobile Banking,2764.5,49,No,0,28,No,Yes,0
Yes,68.0,No,No,DSL,Yes,Yes,Yes,No,No,One year,No,eSewa,1344.0,39,Yes,1,19,No,Yes,0
No,31.0,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),627.0,52,No,0,0,No,No,0
No,21.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,2862.0,77,No,0,16,No,Yes,0
Yes,21.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,No,Cash,2410.5,61,No,0,24,No,Yes,0
Yes,55.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Mobile Banking,2553.0,37,Yes,1,52,Yes,Yes,0
No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mobile Banking,3451.5,72,Yes,1,18,Yes,Yes,0
Yes,22.0,Yes,No,No,No,No,No,No,No,One year,No,eSewa,598.5,37,Yes,1,0,No,No,0
No,67.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Two year,No,Mobile Banking,2584.5,41,Yes,1,23,Yes,Yes,0
No,14.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,No,Cash,2365.5,76,No,0,2,No,No,0
No,21.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Mobile Banking,2596.5,71,Yes,0,9,No,Yes,0
No,4.0,No,No,DSL,Yes,No,Yes,No,Yes,Month-to-month,No,eSewa,1272.0,50,No,0,23,Yes,Yes,0
No,70.0,Yes,Yes,No,No,No,No,No,No,Two year,No,Mobile Banking,727.5,36,Yes,1,0,No,No,0
No,21.0,Yes,No,No,No,No,No,No,No,One year,No,Mobile Banking,615.0,79,No,0,0,No,No,0
No,20.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),588.0,46,No,0,0,No,No,0
Yes,22.0,Yes,No,No,No,No,No,No,No,One year,No,Mobile Banking,607.5,50,Yes,1,0,No,No,0
No,63.0,Yes,No,No,No,No,No,No,No,Two year,Yes,eSewa,618.0,25,No,0,0,No,No,0
Yes,70.0,Yes,No,No,No,No,No,No,No,Two year,No,Mobile Banking,594.0,38,Yes,1,0,No,No,0
No,5.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2406.0,25,No,0,59,No,Yes,0
Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3492.0,61,Yes,1,20,Yes,Yes,0
No,13.0,No,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Cash,949.5,27,No,0,27,No,Yes,0
No,61.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),2824.5,63,Yes,1,2,Yes,Yes,0
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Cash,619.5,50,No,0,0,No,No,0
No,56.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Month-to-month,Yes,Mobile Banking,2305.5,72,Yes,7,29,Yes,No,0
No,4.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,604.5,35,No,0,0,No,No,0
No,35.0,Yes,Yes,DSL,Yes,No,No,No,No,Two year,No,eSewa,1657.5,64,No,0,21,No,Yes,0
No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Two year,No,Mobile Banking,2464.5,62,Yes,5,5,No,Yes,0
No,49.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Mobile Banking,3090.0,77,No,0,21,Yes,Yes,0
No,44.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2853.0,46,Yes,10,6,Yes,Yes,0
Yes,37.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,2854.5,40,Yes,2,15,No,Yes,0
No,61.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,One year,Yes,Cash,2394.0,36,Yes,7,5,No,No,0
No,70.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),2244.0,34,Yes,9,5,Yes,Yes,0
No,41.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Cash,613.5,52,No,0,0,No,No,0
Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,One year,No,Mobile Banking,2350.5,25,Yes,2,59,Yes,Yes,0
No,51.0,Yes,No,No,No,No,No,No,No,One year,No,Cash,573.0,34,No,0,0,No,No,0
